# wave is rest wavelength in Angstroms
# flux in 1e-18 erg s^-1 cm^-2 Angstrom^-1
wave,flux
8.090602624616848516e+03,-2.742372722461884453e-03
8.093451087723205092e+03,2.789096697053627602e-02
8.096299550829559848e+03,1.120206385116678804e-02
8.099148013935917334e+03,1.246453694313512210e-02
8.101996477042274819e+03,-1.079480885680278316e-03
8.104844940148629576e+03,1.954552014195739401e-02
8.107693403254986151e+03,2.109679958266257385e-02
8.110541866361343637e+03,3.289696564863431316e-02
8.113390329467700212e+03,2.629368732180919002e-02
8.116238792574056788e+03,-3.212512993231934205e-02
8.119087255680411545e+03,1.919642607848833990e-02
8.121935718786769030e+03,4.194309325841475561e-03
8.124784181893126515e+03,4.253883493695378298e-02
8.127632644999482181e+03,1.406522980122198833e-02
8.130481108105837848e+03,1.882000347905079737e-02
8.133329571212194423e+03,2.655396128026801111e-02
8.136178034318551909e+03,2.217138536869488197e-02
8.139026497424908484e+03,3.883072618594578945e-02
8.141874960531263241e+03,3.663394575843689077e-02
8.144723423637620726e+03,3.021543247797105203e-02
8.147571886743978212e+03,5.006460552639977607e-02
8.150420349850333878e+03,2.127845651745980532e-02
8.153268812956689544e+03,5.248676680893652087e-03
8.156117276063046120e+03,2.210963798165906449e-02
8.158965739169403605e+03,2.495429114731221795e-02
8.161814202275760181e+03,1.281526407446911819e-02
8.164662665382114938e+03,1.369025259749396227e-02
8.167511128488472423e+03,2.224053917293812230e-02
8.170359591594828998e+03,6.803570430900100427e-03
8.173208054701185574e+03,-8.395845914190512224e-03
8.176056517807542150e+03,7.526284752027804885e-03
8.178904980913897816e+03,2.784109087369263449e-02
8.181753444020255301e+03,3.750925968330431903e-02
8.184601907126610968e+03,2.260708271024724006e-02
8.187450370232966634e+03,1.028899142986909078e-02
8.190298833339324119e+03,5.322026424304932696e-02
8.193147296445680695e+03,1.967405086267028785e-02
8.195995759552037271e+03,3.300237527292989442e-02
8.198844222658392027e+03,2.823349265984418516e-02
8.201692685764750422e+03,2.714418729048489326e-02
8.204541148871106998e+03,1.624183297198838333e-02
8.207389611977461755e+03,3.767553086937774215e-02
8.210238075083818330e+03,3.864972281520383940e-02
8.213086538190176725e+03,2.231986235167402952e-02
8.215935001296533301e+03,1.420525895803324487e-03
8.218783464402889877e+03,2.442590752732026055e-02
8.221631927509244633e+03,1.392628387452872832e-02
8.224480390615601209e+03,1.480834673247227035e-02
8.227328853721959604e+03,2.358786686246136521e-02
8.230177316828314360e+03,2.828996778716972443e-02
8.233025779934670936e+03,3.515511172384333527e-02
8.235874243041027512e+03,2.163667552862400326e-02
8.238722706147384088e+03,1.457265972100777428e-02
8.241571169253740663e+03,1.984427924183809321e-03
8.244419632360095420e+03,-4.060318152427096379e-03
8.247268095466453815e+03,3.865933706493051777e-03
8.250116558572810391e+03,1.133505270896010067e-02
8.252965021679166966e+03,3.794839244012145757e-02
8.255813484785521723e+03,5.014183211161327841e-02
8.258661947891878299e+03,2.239736770602709232e-02
8.261510410998236694e+03,2.273994214575230516e-02
8.264358874104593269e+03,-1.179863399263561194e-02
8.267207337210948026e+03,3.033106861340247734e-02
8.270055800317304602e+03,3.411327821326308463e-02
8.272904263423662997e+03,2.473146490991306491e-03
8.275752726530017753e+03,1.073362718265223441e-02
8.278601189636374329e+03,1.512360763675837418e-02
8.281449652742730905e+03,2.183169713775172036e-02
8.284298115849087480e+03,-1.675026480729437106e-02
8.287146578955444056e+03,-8.334916207315690162e-03
8.289995042061798813e+03,1.142055864118540071e-02
8.292843505168157208e+03,1.347790773263852354e-02
8.295691968274513783e+03,-9.821354066737032588e-04
8.298540431380870359e+03,1.751915590209208269e-03
8.301388894487226935e+03,2.627184169894034027e-02
8.304237357593581692e+03,1.799646976710849236e-02
8.307085820699940086e+03,1.040857479660501489e-02
8.309934283806294843e+03,2.326848895925821836e-02
8.312782746912651419e+03,5.062370926658751186e-02
8.315631210019007995e+03,8.915893717018038081e-03
8.318479673125364570e+03,2.936329614222199513e-02
8.321328136231721146e+03,3.544092872253316179e-02
8.324176599338075903e+03,3.654997702604774468e-02
8.327025062444434298e+03,1.191696557150483463e-02
8.329873525550790873e+03,1.353973986816284052e-02
8.332721988657147449e+03,1.043724943690134237e-02
8.335570451763504025e+03,1.064310300494896756e-02
8.338418914869860600e+03,3.694694558707292686e-02
8.341267377976217176e+03,3.334145654102772804e-02
8.344115841082573752e+03,1.365358925267209055e-02
8.346964304188928509e+03,9.773466227336125370e-03
8.349812767295285084e+03,2.160171362496199343e-02
8.352661230401643479e+03,2.320765974057594980e-02
8.355509693507998236e+03,1.771668560366622056e-02
8.358358156614354812e+03,1.976309989365145764e-02
8.361206619720711387e+03,3.198603603049970934e-02
8.364055082827067963e+03,2.523073479029867838e-02
8.366903545933424539e+03,5.064632109924106090e-02
8.369752009039781115e+03,4.543062244331586702e-02
8.372600472146137690e+03,4.788002876855240036e-02
8.375448935252496085e+03,2.291025523867195463e-02
8.378297398358850842e+03,2.078190373860375542e-02
8.381145861465207417e+03,6.495304679667407780e-03
8.383994324571563993e+03,3.790313876742440469e-02
8.386842787677920569e+03,1.591775823034319998e-02
8.389691250784277145e+03,-2.515039472649672342e-02
8.392539713890631901e+03,1.971623383118213668e-02
8.395388176996990296e+03,1.303592967116076230e-02
8.398236640103346872e+03,1.791574995896872552e-02
8.401085103209701629e+03,1.684841615051204181e-02
8.403933566316058204e+03,2.849288999416227028e-02
8.406782029422414780e+03,1.154544520698207004e-02
8.409630492528773175e+03,9.779653520240419451e-03
8.412478955635127932e+03,2.606844078254804895e-02
8.415327418741484507e+03,3.518628280769931643e-02
8.418175881847841083e+03,2.592251701927198934e-03
8.421024344954197659e+03,1.448261143172837467e-02
8.423872808060554235e+03,3.409740448946889380e-02
8.426721271166910810e+03,3.706375363092433151e-02
8.429569734273267386e+03,-9.980766027281109953e-04
8.432418197379623962e+03,4.196390230720389164e-02
8.435266660485978718e+03,1.983640568946343566e-02
8.438115123592335294e+03,3.412713780580781120e-02
8.440963586698693689e+03,2.164957241299476573e-02
8.443812049805050265e+03,2.942484206898453997e-02
8.446660512911405021e+03,4.832724532401368178e-02
8.449508976017761597e+03,6.466741208901546911e-02
8.452357439124118173e+03,5.578711998911999037e-02
8.455205902230476568e+03,2.863557083090379277e-02
8.458054365336831324e+03,3.172886903921165458e-02
8.460902828443187900e+03,1.098609702289363513e-02
8.463751291549544476e+03,3.809622440825817524e-02
8.466599754655901052e+03,6.241780683829704218e-02
8.469448217762257627e+03,2.964385732923731365e-02
8.472296680868612384e+03,5.350001318954000079e-02
8.475145143974970779e+03,2.965602893935134418e-02
8.477993607081327355e+03,3.455783245805046228e-02
8.480842070187682111e+03,6.131300867057039305e-02
8.483690533294038687e+03,3.677182686883007090e-02
8.486538996400395263e+03,1.677200144281823860e-02
8.489387459506753657e+03,3.351632553125261094e-02
8.492235922613110233e+03,3.558699568012850534e-02
8.495084385719464990e+03,3.098867581419408740e-02
8.497932848825821566e+03,3.922259988706380818e-02
8.500781311932179960e+03,3.618058193120814170e-02
8.503629775038534717e+03,3.226058764320571814e-02
8.506478238144891293e+03,4.725809150334474990e-02
8.509326701251247869e+03,4.879762973353100192e-02
8.512175164357604444e+03,1.710139815267349567e-02
8.515023627463961020e+03,1.046886808138864852e-02
8.517872090570315777e+03,3.131262962259307586e-02
8.520720553676674172e+03,4.170486623815362892e-02
8.523569016783030747e+03,2.661207399449274161e-02
8.526417479889387323e+03,4.149574488490239549e-02
8.529265942995742080e+03,4.025615718055865905e-02
8.532114406102098656e+03,3.419608347125678571e-02
8.534962869208457050e+03,5.911433462066587041e-03
8.537811332314813626e+03,1.352470158762459837e-02
8.540659795421168383e+03,2.470882101228272579e-02
8.543508258527524958e+03,2.611186134206489734e-02
8.546356721633881534e+03,4.904987940529979829e-02
8.549205184740238110e+03,4.514892555647523342e-02
8.552053647846594686e+03,2.711995899756740672e-02
8.554902110952951261e+03,1.731640239089466977e-03
8.557750574059307837e+03,-1.181168621848411628e-02
8.560599037165664413e+03,2.110826753515243626e-02
8.563447500272019170e+03,4.491949915764947843e-02
